user,item,label
18580,79372,0
2181,63204,0
5952,2955,0
31180,48584,0
1500,55301,0
11152,63781,0
1056,57866,0
12483,6873,0
44699,23618,0
5337,84029,0
10098,40770,0
28976,65717,0
51387,27799,0
11423,16944,0
44693,32483,0
37421,83409,0
29898,16104,0
21002,60814,0
9631,2441,0
21351,56030,0
7756,70282,0
13658,55426,0
47513,47730,0
12492,44168,0
33779,23166,0
35825,3167,0
18485,8461,0
11915,34116,0
44772,58526,0
9439,40658,0
9416,67945,0
25303,27257,0
15768,3465,0
6704,23773,0
641,51245,0
24203,17479,0
28274,3909,0
49673,21923,0
3682,795,0
23429,22229,0
21090,2948,0
1203,70654,0
21536,8365,0
14342,55941,0
11053,86805,0
1885,20423,0
4980,20005,0
18325,20314,0
48005,77309,0
3944,43841,0
16170,11222,0
52548,82196,0
40894,11482,0
8904,7260,0
28631,59799,0
17829,54024,0
6968,11893,0
7062,53588,0
20679,77299,0
33245,86331,0
28634,88564,0
27302,33087,0
9398,42532,0
4830,38129,0
759,13845,0
46594,5361,0
28896,8426,0
1375,1939,0
21818,24024,0
26888,2252,0
41794,30160,0
43795,50839,0
5469,6714,0
16022,50049,0
15818,15648,0
48013,90156,0
44261,3548,0
6238,41930,0
41966,26982,0
5621,45178,0
7974,64089,0
25650,27059,0
49660,51245,0
5673,35740,0
4794,63513,0
5217,48741,0
10458,60264,0
2302,13389,0
16359,31599,0
2710,57223,0
2397,4544,0
1929,55648,0
180,36684,0
4323,10748,0
48825,45128,0
2987,90740,0
36669,16953,0
16071,26937,0
5472,3635,0
39340,4561,0
32454,53560,0
18798,12943,0
3087,28962,0
8837,13921,0
4428,466,0
1706,73285,0
45866,8870,0
11357,26305,0
27547,21847,0
3463,70963,0
41238,75305,0
7955,85074,0
12519,90370,0
9696,16130,0
6008,10562,0
13106,54968,0
1731,14480,0
28413,52419,0
8069,48742,0
37375,57042,0
21010,33722,0
5255,44357,0
26592,2804,0
19501,27408,0
17716,15457,0
13939,42048,0
26807,36457,0
47199,38572,0
20776,1612,0
11994,13353,0
4873,36216,0
24636,88487,0
1343,24343,0
521,36354,0
51228,50653,0
19119,24885,0
49873,11499,0
3243,65197,0
20292,62067,0
29075,58273,0
47396,669,0
21579,87213,0
7596,91132,0
2157,73517,0
27757,5061,0
5791,3444,0
35287,5531,0
476,49278,0
21999,276,0
42171,5411,0
36998,3301,0
30329,3731,0
48826,17071,0
12902,46513,0
9766,22345,0
18143,17837,0
35835,3093,0
13942,34834,0
6913,69975,0
603,31869,0
562,21046,0
19102,34638,0
7110,29667,0
25888,19466,0
27108,5531,0
8919,17837,0
16751,29833,0
15049,66354,0
32113,84578,0
17111,1725,0
10573,35391,0
16189,17995,0
8193,56421,0
7801,17810,0
20443,171,0
3450,82008,0
38588,87947,0
18284,17155,0
546,16887,0
49861,34006,0
49065,8727,0
3710,19586,0
13838,39634,0
34678,54649,0
42059,31129,0
7067,30703,0
1878,53967,0
46978,41033,0
48286,3539,0
8962,35007,0
14711,24590,0
14883,38212,0
2738,79749,0
3744,33884,0
2972,15245,0
24532,16044,0
49840,28284,0
29994,31615,0
23882,26868,0
49803,56963,0
6959,34095,0
19944,72935,0
10090,26021,0
11918,15362,0
36172,46459,0
8961,33879,0
6131,31357,0
32252,73745,0
7218,9095,0
38680,23203,0
4274,19983,0
38145,50886,0
29715,66319,0
8435,65726,0
1623,31340,0
14808,6605,0
3820,14566,0
33849,59217,0
28105,48999,0
22021,62374,0
5522,5613,0
17990,63945,0
22449,12445,0
28902,35506,0
6278,32370,0
10159,7001,0
514,90962,0
47865,35108,0
33630,56982,0
1391,62512,0
4008,58522,0
24495,13709,0
47649,11569,0
25870,19993,0
17886,40770,0
2622,19804,0
37309,35884,0
12305,52553,0
4090,9888,0
23706,25591,0
1197,18342,0
2226,37649,0
22155,46160,0
33302,86057,0
14728,90190,0
27215,31275,0
32803,74255,0
21217,84050,0
1205,20828,0
48283,59784,0
1813,848,0
47097,25250,0
21010,60159,0
4564,5537,0
2047,39917,0
33051,25253,0
18045,32001,0
19149,33089,0
30045,75716,0
40797,10617,0
50346,8892,0
1564,19008,0
45867,9265,0
19506,276,0
8725,80785,0
1996,6092,0
37282,38563,0
1344,7873,0
19240,28253,0
16902,8484,0
34209,19786,0
28578,9787,0
17105,29893,0
13574,5601,0
34847,69381,0
4479,3204,0
23060,87852,0
38117,5462,0
33536,3539,0
8326,33555,0
47595,26952,0
28383,34838,0
8651,36836,0
16777,44860,0
27851,4157,0
153,17078,0
34560,10615,0
2017,69675,0
5471,12984,0
15660,42510,0
13481,31732,0
47333,78504,0
3549,6877,0
39272,19841,0
12594,15448,0
9311,27740,0
21808,44666,0
3363,9651,0
6584,1614,0
3319,31971,0
35815,82644,0
3991,20878,0
49267,75422,0
45731,4442,0
40962,28383,0
20884,8729,0
27386,46081,0
1174,23131,0
2864,34271,0
11514,14694,0
46997,2182,0
46328,10376,0
34017,27795,0
0,3354,0
20184,83862,0
11640,20746,0
20458,18655,0
22089,12145,0
10130,73911,0
35346,6088,0
16169,10192,0
22081,4023,0
34444,73556,0
20781,82916,0
9495,59688,0
8053,4562,0
2962,12999,0
36509,48426,0
46270,24874,0
6125,80648,0
46311,1392,0
6475,31164,0
6831,58295,0
17993,23135,0
19095,76570,0
13250,85737,0
14967,63932,0
1344,73039,0
8629,43316,0
18376,7486,0
12034,5319,0
7955,14584,0
15511,1626,0
12989,2035,0
32512,65778,0
11430,58657,0
1885,11195,0
26503,12057,0
9051,59178,0
40109,16909,0
25366,80070,0
20203,4803,0
3216,6519,0
18727,22255,0
10614,13944,0
40023,47637,0
28175,5384,0
37123,34299,0
48597,6124,0
2193,81156,0
32313,40250,0
22319,61687,0
710,11154,0
441,9127,0
38868,18073,0
31513,8118,0
13220,37252,0
52511,25046,0
3318,1102,0
26243,36788,0
2021,25566,0
1936,42881,0
27733,79309,0
2028,28640,0
41013,8003,0
32313,16613,0
30074,19999,0
29997,3294,0
9927,7864,0
6388,61478,0
3523,8877,0
7131,38377,0
17801,30205,0
2425,24185,0
596,77796,0
13163,1042,0
10070,69892,0
34308,17537,0
41455,10838,0
11518,62467,0
14455,10833,0
3021,24469,0
18544,607,0
17688,77056,0
5670,9571,0
21974,11846,0
35568,50468,0
34326,7766,0
38171,9356,0
8035,27508,0
44185,46153,0
37967,20355,0
36758,2699,0
48447,4094,0
19304,36037,0
7606,85756,0
29467,4751,0
28549,29768,0
36899,43671,0
20318,61378,0
4449,6953,0
43367,2575,0
26911,58194,0
9537,50173,0
4918,10121,0
353,49726,0
388,18506,0
15560,43196,0
8301,5295,0
17239,58220,0
33537,5327,0
27655,39984,0
3817,77237,0
7535,50481,0
21739,69431,0
47987,9985,0
24531,1565,0
8869,6871,0
21462,3508,0
35651,3686,0
24649,10088,0
18041,5998,0
15933,21954,0
177,82514,0
3004,24843,0
1279,13320,0
553,9354,0
44705,9585,0
15239,8652,0
27676,9078,0
31414,80745,0
5192,62791,0
8989,60309,0
27258,10927,0
357,33003,0
37978,9785,0
13493,6290,0
31896,14994,0
4243,3790,0
1508,67463,0
4914,42180,0
42363,54637,0
5426,47542,0
6888,52711,0
229,4179,0
48931,86127,0
275,30794,0
2725,62249,0
20482,6714,0
24792,42514,0
42633,21725,0
10543,29929,0
49561,4837,0
4128,62553,0
1306,16985,0
42007,69864,0
24566,2285,0
24037,79503,0
47397,44349,0
25141,18857,0
17059,5476,0
20253,33183,0
6965,35290,0
29922,729,0
78,15870,0
37340,17918,0
14554,53348,0
10485,38737,0
8517,55208,0
49540,73952,0
8191,36623,0
21257,38714,0
9335,65111,0
31598,65872,0
30101,16427,0
11483,30135,0
371,5230,0
2418,3797,0
8478,41622,0
37154,11359,0
33438,62048,0
37891,12188,0
18351,40414,0
41666,40484,0
41188,7273,0
16701,59628,0
8750,30889,0
2800,71950,0
9272,17855,0
19591,30814,0
11419,90222,0
12817,8644,0
3223,71032,0
50666,9162,0
40911,12814,0
49819,16302,0
39949,78188,0
42014,70019,0
37692,385,0
10987,74296,0
5553,63035,0
3405,1669,0
2414,58851,0
50027,9894,0
9389,38252,0
16053,78469,0
37383,333,0
603,26319,0
22392,87479,0
6939,36814,0
35421,16370,0
15733,52837,0
37791,68929,0
26873,51231,0
7273,4546,0
83,12411,0
20154,46094,0
205,11642,0
14186,5305,0
11641,66366,0
2272,82764,0
43409,15801,0
45145,1570,0
43223,82339,0
124,61878,0
2235,64890,0
4155,57397,0
16256,29907,0
9276,966,0
905,73810,0
42575,80884,0
42298,73136,0
21108,73437,0
24345,83441,0
12452,11647,0
1772,59054,0
27753,23301,0
38271,19001,0
4728,9304,0
10823,48924,0
43036,6055,0
2791,53627,0
6169,10112,0
50712,8351,0
49308,70801,0
37624,25012,0
31755,4919,0
9513,328,0
37842,12329,0
11297,72486,0
3869,11430,0
4052,82611,0
21687,12109,0
6948,23793,0
21738,65214,0
34763,33559,0
23083,13326,0
4345,66497,0
1343,14101,0
7062,73217,0
13629,58487,0
15719,74864,0
22620,8263,0
34018,27471,0
1343,49535,0
49623,22414,0
17184,28845,0
34180,38537,0
4687,8148,0
1690,3575,0
40694,18870,0
16608,33359,0
45170,16953,0
2120,15765,0
5891,51401,0
1324,24647,0
7535,87479,0
1537,70785,0
11622,11399,0
7791,15061,0
335,29985,0
37317,48938,0
10098,459,0
30598,67498,0
40,7345,0
3695,46704,0
10659,14916,0
47502,14243,0
27691,2449,0
16149,38647,0
3120,86025,0
10831,38249,0
48964,73750,0
8012,48849,0
21510,1226,0
15918,2332,0
193,37104,0
43600,16840,0
21088,12408,0
9475,30546,0
15446,64202,0
28724,28497,0
31416,12680,0
5265,7227,0
10478,4918,0
33035,1872,0
9484,5022,0
51362,2904,0
17953,74,0
7587,74789,0
5399,88698,0
34642,35493,0
1117,87378,0
43609,74903,0
26675,13389,0
23767,26909,0
48319,3761,0
10266,24571,0
2337,6329,0
43493,9666,0
15207,12167,0
31409,57620,0
7480,5253,0
12620,55930,0
18490,77705,0
31240,33689,0
12680,467,0
7846,75775,0
26535,67013,0
33944,73890,0
6162,44067,0
52035,11565,0
5314,2904,0
7440,62091,0
13273,43207,0
17626,20770,0
38534,41000,0
3263,72475,0
15653,58011,0
11091,7684,0
23222,36097,0
23952,78709,0
13920,32793,0
7171,14176,0
38195,23277,0
7025,38572,0
6284,11902,0
7035,41046,0
42111,66997,0
30859,77821,0
38523,15851,0
10943,17195,0
4325,556,0
1358,12614,0
9177,80030,0
563,71080,0
15390,49830,0
47667,80895,0
8191,85109,0
24397,75763,0
17166,64547,0
30522,74116,0
18086,39753,0
29595,17512,0
19588,47538,0
12722,9659,0
4990,27870,0
8733,16117,0
41032,71538,0
1976,34856,0
388,62610,0
38935,62104,0
48819,85624,0
8470,15588,0
12460,79429,0
32673,59894,0
5217,68853,0
1996,55172,0
32441,16937,0
6442,56307,0
388,51330,0
25396,27757,0
5129,3349,0
13545,21190,0
1755,79375,0
4185,18986,0
18557,12369,0
33512,36563,0
39765,15891,0
463,60294,0
2172,42085,0
23072,1850,0
4010,63739,0
12400,87868,0
8999,59784,0
41523,26789,0
5716,1991,0
730,2333,0
835,26095,0
43044,7360,0
5081,17247,0
30926,68120,0
11733,56982,0
30797,9195,0
20757,60136,0
47153,27232,0
37029,7399,0
8770,25757,0
28553,9585,0
16554,757,0
9266,41962,0
39052,67411,0
37595,7438,0
29411,74347,0
8784,39246,0
18695,17181,0
11310,40560,0
51058,3804,0
154,72467,0
1344,40163,0
17262,6866,0
22802,28448,0
45446,38648,0
7177,51198,0
630,12671,0
8318,11722,0
12098,50331,0
26479,45644,0
40734,1392,0
4163,42000,0
36803,64647,0
16283,15853,0
39294,46924,0
24407,81304,0
22841,22276,0
13213,43174,0
43223,53671,0
8387,9421,0
3418,81928,0
17802,29167,0
21800,41923,0
7471,41587,0
16454,2333,0
2287,44663,0
5867,20379,0
10295,90324,0
4233,12935,0
48520,639,0
9553,66594,0
40075,42451,0
3286,36961,0
1268,19634,0
12884,54272,0
6010,42407,0
47530,19589,0
3204,54392,0
22297,14489,0
14416,82220,0
35024,83136,0
34656,68911,0
1131,6119,0
4456,2408,0
13679,5383,0
43774,39568,0
11205,7723,0
5862,27828,0
3009,794,0
5983,82044,0
5419,54600,0
48322,34842,0
6943,38270,0
7417,10664,0
46366,22217,0
5598,62125,0
3926,34469,0
51058,639,0
4166,4691,0
47987,76793,0
1669,4850,0
8518,32720,0
9600,27055,0
536,19617,0
27753,73876,0
2025,17552,0
24064,84561,0
1608,89744,0
44274,1565,0
26445,19037,0
8015,28338,0
45381,31875,0
1640,48189,0
22127,52222,0
3131,68961,0
46077,21798,0
1192,17226,0
10153,65621,0
7243,59202,0
21166,36566,0
5157,70423,0
3665,74623,0
33944,12629,0
12807,59255,0
39027,32270,0
10422,57584,0
15564,58883,0
8946,14284,0
27769,75035,0
2716,1876,0
4656,8336,0
5383,276,0
19374,9971,0
34380,72232,0
6495,69281,0
16784,5343,0
47017,59071,0
6094,39622,0
9095,84016,0
388,45980,0
16286,23771,0
474,45953,0
193,9356,0
41851,35314,0
9674,15572,0
49607,47147,0
36528,35555,0
1098,23698,0
7983,23862,0
41700,10117,0
3575,3810,0
16851,60479,0
3530,9832,0
35743,4342,0
41501,59389,0
17960,19277,0
5344,2872,0
10300,46492,0
17224,12948,0
35260,3389,0
1850,61325,0
1885,38336,0
19806,10761,0
27927,33577,0
1168,18669,0
19915,29357,0
32009,55016,0
46794,8964,0
46972,3483,0
27318,24874,0
10159,7329,0
20894,13346,0
15245,4888,0
27217,19472,0
12839,21,0
222,45976,0
2630,175,0
8516,25157,0
9757,43226,0
3784,2870,0
4014,7768,0
8360,13756,0
35189,7304,0
2005,25758,0
7062,59880,0
7603,70695,0
13298,3461,0
39984,77467,0
41841,57089,0
2582,69400,0
46857,57692,0
13334,2279,0
1665,66221,0
24971,71463,0
15561,20904,0
28674,6387,0
42012,21258,0
24964,53269,0
5167,7227,0
49284,7095,0
12829,83581,0
52171,11316,0
11240,18363,0
1523,9358,0
37246,18051,0
23407,18577,0
47789,87312,0
25409,17215,0
9357,2451,0
34063,46343,0
17216,40835,0
6126,28639,0
42431,4037,0
40759,47137,0
32276,1805,0
11895,39239,0
48440,13683,0
24310,89299,0
4556,82432,0
388,47561,0
43753,24437,0
11048,20142,0
16560,75087,0
8468,20379,0
14027,48282,0
12300,2634,0
12105,27027,0
14027,32795,0
29485,6249,0
3621,29034,0
5438,32707,0
1828,10118,0
34862,90755,0
5612,89522,0
7824,74812,0
22838,2829,0
757,30894,0
3815,62861,0
36291,33004,0
26663,30660,0
4652,12778,0
3062,41835,0
19559,39426,0
8454,8124,0
14863,27601,0
4470,36915,0
3338,73897,0
13606,27669,0
13352,24870,0
17159,36039,0
5448,72852,0
13658,26217,0
2437,46719,0
30701,9899,0
508,11912,0
36363,29813,0
51426,12592,0
1540,5710,0
19886,66232,0
10656,11327,0
4386,46174,0
22814,69415,0
9102,87808,0
2453,35969,0
23310,49001,0
34549,31192,0
49558,12230,0
596,35934,0
1400,3350,0
9557,55307,0
35245,24458,0
12669,55454,0
4809,77818,0
20848,2543,0
11072,63749,0
16540,651,0
52265,11547,0
23972,31283,0
16286,39079,0
5242,87368,0
23199,9857,0
749,40903,0
1343,85895,0
24909,17934,0
42826,32793,0
22358,46830,0
29271,793,0
49727,54307,0
1091,21190,0
10404,32300,0
27705,53297,0
3262,1747,0
17489,73417,0
27541,48512,0
52147,10577,0
36554,17943,0
388,38113,0
14673,12634,0
20499,4000,0
19042,3044,0
40407,41334,0
40023,12004,0
17225,35234,0
20260,13185,0
1864,35455,0
18374,61335,0
21333,42612,0
33177,89569,0
9311,5374,0
14894,49737,0
18515,13770,0
17919,30571,0
25063,40547,0
7981,79507,0
18695,817,0
40738,50153,0
617,41749,0
36414,41135,0
1704,52040,0
50097,26933,0
42369,28759,0
6845,5895,0
19810,28614,0
5076,31546,0
24150,75713,0
29026,22721,0
45907,8681,0
27783,980,0
48736,14900,0
6699,56770,0
17988,4437,0
5159,5842,0
290,30721,0
4589,76235,0
11048,38268,0
3447,48553,0
15117,22429,0
6785,48313,0
34084,7139,0
42074,34681,0
16836,12154,0
22482,42191,0
316,4023,0
20432,16745,0
29295,84020,0
23047,47437,0
12817,6870,0
11786,5253,0
40173,24965,0
46462,69962,0
15797,18488,0
21082,60013,0
20169,43658,0
4811,6165,0
2355,37085,0
18057,9158,0
47208,6481,0
7806,2004,0
46303,67006,0
22306,77050,0
2222,4241,0
19549,14541,0
9759,6916,0
9026,27654,0
8191,39524,0
15373,69464,0
353,69332,0
7787,640,0
7410,8705,0
19472,10222,0
14084,28108,0
15586,5663,0
25660,23771,0
572,70345,0
52123,79891,0
28306,298,0
41557,53460,0
34716,64697,0
23321,11145,0
6455,8487,0
17199,34850,0
38740,9439,0
47633,30958,0
13774,61799,0
42944,16646,0
41501,43191,0
8987,28263,0
5395,2643,0
15447,5881,0
12674,11656,0
48602,21621,0
1918,11337,0
39503,84277,0
13416,11559,0
388,54330,0
32610,27774,0
33322,1388,0
3494,8221,0
28360,4458,0
6894,32046,0
36417,56380,0
21638,59518,0
36600,80403,0
1652,34664,0
8628,12022,0
38494,9095,0
7177,50614,0
12395,3845,0
29356,7208,0
48030,43142,0
1399,55762,0
46005,49258,0
18095,23625,0
24321,15819,0
8098,57700,0
6703,28721,0
15407,39850,0
7111,5108,0
25405,2978,0
388,27839,0
13554,5869,0
22351,21048,0
11205,79590,0
19476,85442,0
3984,297,0
5098,15779,0
6756,7201,0
6849,17981,0
2210,224,0
7562,268,0
18889,80655,0
7699,6900,0
12722,81599,0
7401,32791,0
2206,7590,0
21345,24856,0
1014,34680,0
49624,62887,0
25378,79365,0
20220,17022,0
24796,85184,0
36935,639,0
3450,15187,0
9238,21945,0
610,19171,0
5492,12352,0
40992,53082,0
1648,40868,0
41170,9095,0
7651,9087,0
23289,47593,0
23047,6498,0
7036,24047,0
5231,413,0
27545,17941,0
34087,1755,0
30406,49494,0
38133,65623,0
15297,25499,0
27664,63132,0
24269,11943,0
11025,23546,0
7046,2915,0
18203,37921,0
2345,4175,0
21765,1565,0
47057,56049,0
5209,8964,0
12062,38276,0
27565,4261,0
5392,88571,0
15036,16903,0
11222,35485,0
901,7484,0
18384,14038,0
6769,25147,0
26150,3820,0
10886,67096,0
23002,32574,0
17515,36964,0
29455,42439,0
45889,422,0
49858,22884,0
5431,38201,0
6039,255,0
8993,55085,0
37562,18214,0
51740,39717,0
22583,76763,0
6438,74645,0
30439,17837,0
51442,1258,0
10039,2780,0
4197,59248,0
8472,30912,0
4401,48133,0
52338,14842,0
2298,26214,0
48953,62200,0
11500,11381,0
36358,1790,0
1005,87120,0
388,53597,0
43663,31234,0
41698,65997,0
23324,7641,0
12687,68854,0
26211,57564,0
24868,71802,0
13536,20961,0
18417,47227,0
15444,31598,0
18371,20542,0
1098,79625,0
15353,64276,0
12436,74117,0
12674,54316,0
13177,16854,0
20881,32874,0
16445,59374,0
14362,16168,0
8567,32155,0
22308,5606,0
22939,1927,0
37758,14243,0
49747,11096,0
18294,9087,0
12739,4558,0
1610,66035,0
41494,1258,0
18599,27754,0
9137,17569,0
13497,89531,0
5383,19248,0
27890,6913,0
22155,9977,0
46468,53035,0
15447,64305,0
5486,68846,0
34560,18600,0
13292,67755,0
788,13972,0
8987,31699,0
3499,24937,0
166,14176,0
20050,33604,0
681,52779,0
2575,28626,0
40505,5621,0
26113,4796,0
8343,41342,0
27662,26377,0
950,78701,0
14353,27288,0
27437,17510,0
50751,7194,0
33107,1324,0
8945,85074,0
51,10121,0
25079,35262,0
247,7099,0
20064,41542,0
20773,6213,0
19795,90346,0
37737,24175,0
32428,71464,0
21004,5792,0
15132,4880,0
3854,1667,0
8333,11790,0
4118,61437,0
5761,82508,0
22484,30606,0
14448,31987,0
51371,3533,0
10663,24395,0
10456,53630,0
40069,89685,0
52642,39756,0
41479,9434,0
10511,5663,0
43490,23134,0
10316,63449,0
25038,2813,0
33817,2361,0
8669,8893,0
2848,58834,0
27332,65738,0
44153,7778,0
4201,18986,0
16714,82993,0
7876,59031,0
9854,88018,0
38924,22983,0
15964,55723,0
12436,9354,0
28824,2016,0
6748,43786,0
13160,17259,0
19617,32198,0
1049,81303,0
9534,77519,0
5391,25670,0
9325,27380,0
47392,17317,0
40893,57815,0
7056,21030,0
3609,38150,0
992,12548,0
13338,34498,0
41556,72694,0
7068,6359,0
4334,49328,0
12937,12485,0
27033,22078,0
49879,8323,0
2856,78127,0
37205,52287,0
8383,67374,0
6746,26009,0
3441,15145,0
16561,45328,0
21284,6856,0
26301,5012,0
12483,1400,0
32560,74028,0
30126,32136,0
6083,3636,0
481,6266,0
6030,54403,0
20317,16715,0
16764,88826,0
19482,23397,0
26139,72558,0
21368,61281,0
706,9287,0
19160,72706,0
11484,8372,0
51859,31882,0
11865,3485,0
7689,22376,0
35502,90901,0
11230,62287,0
222,50241,0
23335,6195,0
1196,12091,0
18164,62613,0
12833,16996,0
6951,15655,0
22670,41347,0
27959,76569,0
43102,9091,0
35829,52139,0
25476,72632,0
4392,3211,0
19436,10237,0
10851,368,0
48521,26795,0
25979,14247,0
20619,5095,0
45232,27374,0
14457,14370,0
40726,9666,0
22901,56165,0
1203,16719,0
34871,61479,0
5650,18402,0
13223,20453,0
6769,23077,0
22954,52777,0
1967,83655,0
29296,12701,0
5473,56995,0
36197,56229,0
8984,9476,0
38134,12956,0
12032,24368,0
8182,38777,0
21832,3868,0
42999,4018,0
10173,6151,0
37095,5537,0
1826,41969,0
17011,42434,0
16118,26269,0
44806,59784,0
32444,254,0
14240,20138,0
25758,53127,0
18041,56916,0
17920,26892,0
17010,22220,0
42358,42145,0
17585,58549,0
6226,41443,0
8537,34657,0
3474,77573,0
33590,70704,0
3746,78055,0
333,2834,0
35167,25266,0
36475,578,0
52137,53195,0
6499,25848,0
3695,2687,0
432,63678,0
14977,61142,0
28591,42862,0
24730,23205,0
15653,36100,0
3188,19729,0
23391,19023,0
30105,25960,0
2228,28579,0
11076,9095,0
26012,42780,0
15993,4037,0
12810,20129,0
11639,70946,0
4982,22711,0
47533,17901,0
9299,1845,0
38410,4537,0
37940,71964,0
14871,843,0
18002,73764,0
7662,15087,0
10305,8533,0
34338,7486,0
6326,4812,0
9370,16909,0
9311,52654,0
24943,44,0
12714,22601,0
15564,42370,0
21718,34120,0
36338,72572,0
12387,35974,0
26674,10270,0
